NOMBRE,PRESENTACIÓN,MONODROGA,LABORATORIO,VADEMÉCUM,FCIAS. PROPIAS,FCIAS. CONVENIDAS,OBSERV
ACLUSIN,50 mg comp.x 30,cilostazol,Casasco,AMBULATORIO UNIFICADO,50%,40%,
ACLUSIN,100 mg comp.x 30,cilostazol,Casasco,CRONICOS,70%,70%,
ACLUSIN,100 mg comp.x 60,cilostazol,Casasco,CRONICOS,70%,70%,
ACLUSIN,50 mg comp.x 30,cilostazol,Casasco,CRONICOS,70%,70%,
ACLUSIN,100 mg comp.x 30,cilostazol,Casasco,AMBULATORIO UNIFICADO,50%,40%,
ACLUSIN,100 mg comp.x 60,cilostazol,Casasco,AMBULATORIO UNIFICADO,50%,40%,
ACLUSIN,50 mg comp.x 30,cilostazol,Casasco,AMBULATORIO UNIFICADO,50%,40%,
ACLUSIN,100 mg comp.x 30,cilostazol,Casasco,CRONICOS,70%,70%,
ACLUSIN,100 mg comp.x 60,cilostazol,Casasco,CRONICOS,70%,70%,
ACLUSIN,50 mg comp.x 30,cilostazol,Casasco,CRONICOS,70%,70%,
ACNECLIN,50 mg comp.rec.x 30,minociclina,Investi,AMBULATORIO UNIFICADO,50%,40%,
ACNECLIN,50 mg comp.rec.x 30,minociclina,Investi,AMBULATORIO UNIFICADO,50%,40%,
ACNECLIN 100 AP,caps.x 30,minociclina,Investi,AMBULATORIO UNIFICADO,50%,40%,
ACNECLIN 100 AP,caps.x 30,minociclina,Investi,AMBULATORIO UNIFICADO,50%,40%,
ACNESAN,10% gel x 40 g,"benzoílo,peróxido",Ingens,AMBULATORIO UNIFICADO,50%,40%,
ACNESAN,5% gel x 40 g,"benzoílo,peróxido",Ingens,AMBULATORIO UNIFICADO,50%,40%,
ACNESAN,10% gel x 40 g,"benzoílo,peróxido",Ingens,AMBULATORIO UNIFICADO,50%,40%,
ACNESAN,5% gel x 40 g,"benzoílo,peróxido",Ingens,AMBULATORIO UNIFICADO,50%,40%,
ACNOXIN,loc.x 140 ml,"salicílico,ác.+asoc.",Andrómaco,AMBULATORIO UNIFICADO,50%,40%,
ACNOXIN,spray x 140 ml,"salicílico,ác.+asoc.",Andrómaco,AMBULATORIO UNIFICADO,50%,40%,
ACNOXIN,loc.x 140 ml,"salicílico,ác.+asoc.",Andrómaco,AMBULATORIO UNIFICADO,50%,40%,
ACNOXIN,spray x 140 ml,"salicílico,ác.+asoc.",Andrómaco,AMBULATORIO UNIFICADO,50%,40%,
ACRYLARM,gel oft.x 10 g,"poliacrílico,ác.",Poen,AMBULATORIO UNIFICADO,50%,40%,
ACRYLARM,gel oft.x 10 g,"poliacrílico,ác.",Poen,AMBULATORIO UNIFICADO,50%,40%,
ACRYLARM PLUS,gel oft.x 10 g,carbomer,Poen,AMBULATORIO COMPLEMENTARIO,45%,40%,
ACRYLARM PLUS,gel oft.x 10 g,carbomer,Poen,AMBULATORIO COMPLEMENTARIO,45%,40%,
ACT HIB,f.a.x 1 ds.+jga.prell.,haemophilus influenz.tipo b,Sanofi Pasteur,PMI HIJO,100%,100%,Previa Inscripción al Plan
ACT HIB,f.a.x 1 ds.+jga.prell.,haemophilus influenz.tipo b,Sanofi Pasteur,PMI HIJO,100%,100%,Previa Inscripción al Plan
ACTACEL,vial x 1 dosis x 0.5 ml,haemophilus influenz.tipo b+DPT,Sanofi Pasteur,VACUNAS,45%,40%,
ACTACEL,vial x 1 dosis x 0.5 ml,haemophilus influenz.tipo b+DPT,Sanofi Pasteur,VACUNAS,45%,40%,
ACTEMIN,200 mg comp.x 10,modafinilo,Lazar,AMBULATORIO COMPLEMENTARIO,45%,40%,
ACTEMIN,200 mg comp.x 30,modafinilo,Lazar,AMBULATORIO COMPLEMENTARIO,45%,40%,
ACTEMIN,200 mg comp.x 10,modafinilo,Lazar,CRONICOS,70%,70%,
ACTEMIN,200 mg comp.x 30,modafinilo,Lazar,CRONICOS,70%,70%,
ACTEMIN,200 mg comp.x 10,modafinilo,Lazar,AMBULATORIO COMPLEMENTARIO,45%,40%,
ACTEMIN,200 mg comp.x 30,modafinilo,Lazar,AMBULATORIO COMPLEMENTARIO,45%,40%,
ACTEMIN,200 mg comp.x 10,modafinilo,Lazar,CRONICOS,70%,70%,
ACTEMIN,200 mg comp.x 30,modafinilo,Lazar,CRONICOS,70%,70%,
ACTHEL,25 UI f.a+jer+ag+solv.,acth,GP Pharm,AMBULATORIO UNIFICADO,50%,40%,
ACTHEL,40 UI gel f.a.+jer+ag.,acth,GP Pharm,AMBULATORIO UNIFICADO,50%,40%,
ACTHEL,25 UI f.a+jer+ag+solv.,acth,GP Pharm,AMBULATORIO UNIFICADO,50%,40%,
ACTHEL,40 UI gel f.a.+jer+ag.,acth,GP Pharm,AMBULATORIO UNIFICADO,50%,40%,
ACTIFEDRIN NASAL,0.1% gts.x 15 ml,nafazolina,Investi,AMBULATORIO UNIFICADO,50%,40%,
ACTIFEDRIN NASAL,0.1% gts.x 15 ml,nafazolina,Investi,AMBULATORIO UNIFICADO,50%,40%,
ACTIMAX,70 mg comp.x 4,alendronato,Investi,AMBULATORIO UNIFICADO,50%,40%,
ACTIMAX,70 mg comp.x 8,alendronato,Investi,AMBULATORIO UNIFICADO,50%,40%,
ACTIMAX,70 mg comp.x 4,alendronato,Investi,AMBULATORIO UNIFICADO,50%,40%,
ACTIMAX,70 mg comp.x 8,alendronato,Investi,AMBULATORIO UNIFICADO,50%,40%,
ACTINERVAL,200 mg comp.x 30,carbamazepina,Bagó,AMBULATORIO UNIFICADO,50%,40%,
ACTINERVAL,200 mg comp.x 60,carbamazepina,Bagó,AMBULATORIO UNIFICADO,50%,40%,
ACTINERVAL,200 mg comp.x 30,carbamazepina,Bagó,CRONICOS,70%,70%,
ACTINERVAL,200 mg comp.x 60,carbamazepina,Bagó,CRONICOS,70%,70%,
ACTINERVAL,200 mg comp.x 30,carbamazepina,Bagó,AMBULATORIO UNIFICADO,50%,40%,
ACTINERVAL,200 mg comp.x 60,carbamazepina,Bagó,AMBULATORIO UNIFICADO,50%,40%,
ACTINERVAL,200 mg comp.x 30,carbamazepina,Bagó,CRONICOS,70%,70%,
ACTINERVAL,200 mg comp.x 60,carbamazepina,Bagó,CRONICOS,70%,70%,
ACTISON,100 mg comp.x 30,amantadina,Buxton,AMBULATORIO UNIFICADO,50%,40%,
ACTISON,100 mg comp.x 60,amantadina,Buxton,AMBULATORIO UNIFICADO,50%,40%,
ACTISON,100 mg comp.x 30,amantadina,Buxton,CRONICOS,70%,70%,
ACTISON,100 mg comp.x 60,amantadina,Buxton,CRONICOS,70%,70%,
ACTISON,100 mg comp.x 30,amantadina,Buxton,AMBULATORIO UNIFICADO,50%,40%,
ACTISON,100 mg comp.x 60,amantadina,Buxton,AMBULATORIO UNIFICADO,50%,40%,
ACTISON,100 mg comp.x 30,amantadina,Buxton,CRONICOS,70%,70%,
ACTISON,100 mg comp.x 60,amantadina,Buxton,CRONICOS,70%,70%,
ACTIVIL MASTICABLE,50 mg comp.mast.x 2,sildenafil,Casasco,AMBULATORIO UNIFICADO,50%,40%,
ACTIVIL MASTICABLE,50 mg comp.mast.x 2,sildenafil,Casasco,AMBULATORIO UNIFICADO,50%,40%,
ACTOBIAN,400 mg comp.rec.x 20,norfloxacina,Savant Consumer,AMBULATORIO UNIFICADO,50%,40%,
ACTOBIAN,400 mg comp.rec.x 20,norfloxacina,Savant Consumer,AMBULATORIO UNIFICADO,50%,40%,
ACTRON 600 RAPIDA ACCION,caps.gelat.blanda x 10,ibuprofeno,Bayer Consumer,AMBULATORIO UNIFICADO,50%,40%,
ACTRON 600 RAPIDA ACCION,caps.gelat.blanda x 20,ibuprofeno,Bayer Consumer,AMBULATORIO UNIFICADO,50%,40%,
ACTRON 600 RAPIDA ACCION,caps.gelat.blanda x 10,ibuprofeno,Bayer Consumer,ONCOLÓGICO AMBULATORIO,100%,100%,Previa Inscripción al Plan
ACTRON 600 RAPIDA ACCION,caps.gelat.blanda x 20,ibuprofeno,Bayer Consumer,ONCOLÓGICO AMBULATORIO,100%,100%,Previa Inscripción al Plan
ACTRON 600 RAPIDA ACCION,caps.gelat.blanda x 10,ibuprofeno,Bayer Consumer,AMBULATORIO UNIFICADO,50%,40%,
ACTRON 600 RAPIDA ACCION,caps.gelat.blanda x 20,ibuprofeno,Bayer Consumer,AMBULATORIO UNIFICADO,50%,40%,
ACTRON 600 RAPIDA ACCION,caps.gelat.blanda x 10,ibuprofeno,Bayer Consumer,ONCOLÓGICO AMBULATORIO,100%,100%,Previa Inscripción al Plan
ACTRON 600 RAPIDA ACCION,caps.gelat.blanda x 20,ibuprofeno,Bayer Consumer,ONCOLÓGICO AMBULATORIO,100%,100%,Previa Inscripción al Plan
ACTRON PEDIATRICO 4%,susp.oral x 100 ml,ibuprofeno,Bayer Consumer,AMBULATORIO UNIFICADO,50%,40%,
ACTRON PEDIATRICO 4%,susp.oral x 180 ml,ibuprofeno,Bayer Consumer,AMBULATORIO UNIFICADO,50%,40%,
ACTRON PEDIATRICO 4%,susp.oral x 100 ml,ibuprofeno,Bayer Consumer,PMI HIJO,100%,100%,Previa Inscripción al Plan
ACTRON PEDIATRICO 4%,susp.oral x 180 ml,ibuprofeno,Bayer Consumer,PMI HIJO,100%,100%,Previa Inscripción al Plan
ACTRON PEDIATRICO 4%,susp.oral x 100 ml,ibuprofeno,Bayer Consumer,AMBULATORIO UNIFICADO,50%,40%,
ACTRON PEDIATRICO 4%,susp.oral x 180 ml,ibuprofeno,Bayer Consumer,AMBULATORIO UNIFICADO,50%,40%,
ACTRON PEDIATRICO 4%,susp.oral x 100 ml,ibuprofeno,Bayer Consumer,PMI HIJO,100%,100%,Previa Inscripción al Plan
ACTRON PEDIATRICO 4%,susp.oral x 180 ml,ibuprofeno,Bayer Consumer,PMI HIJO,100%,100%,Previa Inscripción al Plan
ACULAR,sol.oft.x 5 ml,ketorolac,Allergan-Loa,AMBULATORIO COMPLEMENTARIO,45%,40%,
ACULAR,sol.oft.x 5 ml,ketorolac,Allergan-Loa,AMBULATORIO COMPLEMENTARIO,45%,40%,
ACULAR LS,sol.oft.x 5 ml,ketorolac,Allergan-Loa,AMBULATORIO COMPLEMENTARIO,45%,40%,
ACULAR LS,sol.oft.x 5 ml,ketorolac,Allergan-Loa,AMBULATORIO COMPLEMENTARIO,45%,40%,
ACUS,10 mg comp. x 30,dapagliflozina,Roemmers,CRONICOS,70%,70%,
ACUS,10 mg comp. x 30,dapagliflozina,Roemmers,CRONICOS,70%,70%,
ACUS,10 mg comp. x 30,dapagliflozina,Roemmers,DIABETES,100%,100%,
ACUS,10 mg comp. x 30,dapagliflozina,Roemmers,DIABETES,100%,100%,
ACUS,10 mg comp. x 30,dapagliflozina,Roemmers,CRONICOS,70%,70%,
ACUS,10 mg comp. x 30,dapagliflozina,Roemmers,CRONICOS,70%,70%,
ACUS,10 mg comp. x 30,dapagliflozina,Roemmers,DIABETES,100%,100%,
ACUS,10 mg comp. x 30,dapagliflozina,Roemmers,DIABETES,100%,100%,
ADACEL,fco.mds.x 1 x 0.5 ml,toxoide tetán.+diftér.+pertusis,Sanofi Pasteur,VACUNAS,45%,40%,
ADACEL,fco.mds.x 1 x 0.5 ml,toxoide tetán.+diftér.+pertusis,Sanofi Pasteur,VACUNAS,45%,40%,
ADDENTA,20 mg comp.rec.x 30,teneligliptina,Richmond,DIABETES,100%,100%,
ADDENTA,20 mg comp.rec.x 30,teneligliptina,Richmond,DIABETES,100%,100%,
ADENIL,cr.x 20 g,betametasona+gentamic.+miconazol,Austral,AMBULATORIO UNIFICADO,50%,40%,
ADENIL,cr.x 20 g,betametasona+gentamic.+miconazol,Austral,AMBULATORIO UNIFICADO,50%,40%,
ADENIL B,cr.x 15 g,betametasona,Austral,AMBULATORIO UNIFICADO,50%,40%,
ADENIL B,cr.x 15 g,betametasona,Austral,AMBULATORIO UNIFICADO,50%,40%,
ADIUVAN,2 mg comp.x 30,glimepiride,Lazar,DIABETES,100%,100%,
ADIUVAN,4 mg comp.x 30,glimepiride,Lazar,DIABETES,100%,100%,
ADIUVAN,2 mg comp.x 30,glimepiride,Lazar,DIABETES,100%,100%,
ADIUVAN,4 mg comp.x 30,glimepiride,Lazar,DIABETES,100%,100%,
ADIUVAN MET 2/1000,2/1000 mg comp.x 30,glimepiride+metformina,Lazar,DIABETES,100%,100%,
ADIUVAN MET 2/1000,2/1000 mg comp.x 30,glimepiride+metformina,Lazar,DIABETES,100%,100%,
ADIUVAN MET 4/1000,4/1000 mg comp.x 30,glimepiride+metformina,Lazar,DIABETES,100%,100%,
ADIUVAN MET 4/1000,4/1000 mg comp.x 30,glimepiride+metformina,Lazar,DIABETES,100%,100%,
ADRENOL,comp.x 10,sulfametoxazol+trimetoprima,Fabra,AMBULATORIO UNIFICADO,50%,40%,
ADRENOL,jbe.x 100 ml,sulfametoxazol+trimetoprima,Fabra,AMBULATORIO UNIFICADO,50%,40%,
ADRENOL,comp.x 10,sulfametoxazol+trimetoprima,Fabra,AMBULATORIO UNIFICADO,50%,40%,
ADRENOL,jbe.x 100 ml,sulfametoxazol+trimetoprima,Fabra,AMBULATORIO UNIFICADO,50%,40%,
ADRENOL FORTE,comp.x 10,sulfametoxazol+trimetoprima,Fabra,AMBULATORIO UNIFICADO,50%,40%,
ADRENOL FORTE,comp.x 10,sulfametoxazol+trimetoprima,Fabra,AMBULATORIO UNIFICADO,50%,40%,
ADROMUX,150 mg comp.x 1,"ibandrónico,ác.",Gador,AMBULATORIO UNIFICADO,50%,40%,
ADROMUX,150 mg comp.x 3,"ibandrónico,ác.",Gador,AMBULATORIO UNIFICADO,50%,40%,
ADROMUX,150 mg comp.x 1,"ibandrónico,ác.",Gador,AMBULATORIO UNIFICADO,50%,40%,
ADROMUX,150 mg comp.x 3,"ibandrónico,ác.",Gador,AMBULATORIO UNIFICADO,50%,40%,
AERIUS,5 mg comp.rec.x 10,desloratadina,Organon Arg.,AMBULATORIO COMPLEMENTARIO,45%,40%,
AERIUS,5 mg comp.rec.x 10,desloratadina,Organon Arg.,AMBULATORIO COMPLEMENTARIO,45%,40%,
AEROGAL,aerosol x 170 g,siliconas,Raymos,AMBULATORIO UNIFICADO,50%,40%,
AEROGAL,aerosol x 170 g,siliconas,Raymos,AMBULATORIO UNIFICADO,50%,40%,
AEROLEP,aer.inhal.c/adap.x 250ds,salbutamol,Austral,AMBULATORIO UNIFICADO,50%,40%,
AEROLEP,aer.inhal.c/adap.x 250ds,salbutamol,Austral,CRONICOS,70%,70%,
AEROLEP,aer.inhal.c/adap.x 250ds,salbutamol,Austral,AMBULATORIO UNIFICADO,50%,40%,
AEROLEP,aer.inhal.c/adap.x 250ds,salbutamol,Austral,CRONICOS,70%,70%,
AEROPIEL,spray x 170 g,siliconas,Biosintex Retail,AMBULATORIO UNIFICADO,50%,40%,
AEROPIEL,spray x 170 g,siliconas,Biosintex Retail,AMBULATORIO UNIFICADO,50%,40%,
AEROTROP,aer.HFA x 12.5 ml(250ds),"ipratropio,bromuro",Cassará,AMBULATORIO UNIFICADO,50%,40%,
AEROTROP,sol.neb.x24 unid.x 2.5ml,"ipratropio,bromuro",Cassará,AMBULATORIO UNIFICADO,50%,40%,
AEROTROP,spray nasal x 120 dosis,"ipratropio,bromuro",Cassará,AMBULATORIO UNIFICADO,50%,40%,
AEROTROP,aer.HFA x 12.5 ml(250ds),"ipratropio,bromuro",Cassará,CRONICOS,70%,70%,
AEROTROP,sol.neb.x24 unid.x 2.5ml,"ipratropio,bromuro",Cassará,CRONICOS,70%,70%,
AEROTROP,spray nasal x 120 dosis,"ipratropio,bromuro",Cassará,CRONICOS,70%,70%,
AEROTROP,aer.HFA x 12.5 ml(250ds),"ipratropio,bromuro",Cassará,AMBULATORIO UNIFICADO,50%,40%,
AEROTROP,sol.neb.x24 unid.x 2.5ml,"ipratropio,bromuro",Cassará,AMBULATORIO UNIFICADO,50%,40%,
AEROTROP,spray nasal x 120 dosis,"ipratropio,bromuro",Cassará,AMBULATORIO UNIFICADO,50%,40%,
AEROTROP,aer.HFA x 12.5 ml(250ds),"ipratropio,bromuro",Cassará,CRONICOS,70%,70%,
AEROTROP,sol.neb.x24 unid.x 2.5ml,"ipratropio,bromuro",Cassará,CRONICOS,70%,70%,
AEROTROP,spray nasal x 120 dosis,"ipratropio,bromuro",Cassará,CRONICOS,70%,70%,
AEROVIAL HFA,aer.x 200 ds.+adapt.buc.,budesonide,Atlas,AMBULATORIO UNIFICADO,50%,40%,
AEROVIAL HFA,aer.x 200 ds.+adapt.buc.,budesonide,Atlas,CRONICOS,70%,70%,
AEROVIAL HFA,aer.x 200 ds.+adapt.buc.,budesonide,Atlas,AMBULATORIO UNIFICADO,50%,40%,
AEROVIAL HFA,aer.x 200 ds.+adapt.buc.,budesonide,Atlas,CRONICOS,70%,70%,
AEROXINA,250 mg susp.x 60 ml,claritromicina,Elea,AMBULATORIO UNIFICADO,50%,40%,
AEROXINA,500 mg comp.x 16,claritromicina,Elea,AMBULATORIO UNIFICADO,50%,40%,
AEROXINA,250 mg susp.x 60 ml,claritromicina,Elea,AMBULATORIO UNIFICADO,50%,40%,
AEROXINA,500 mg comp.x 16,claritromicina,Elea,AMBULATORIO UNIFICADO,50%,40%,
AEROXINA U.D.,500 mg comp.rec.x 5,claritromicina,Elea,AMBULATORIO UNIFICADO,50%,40%,
AEROXINA U.D.,500 mg comp.rec.x 8,claritromicina,Elea,AMBULATORIO UNIFICADO,50%,40%,
AEROXINA U.D.,500 mg comp.rec.x 10,claritromicina,Elea,AMBULATORIO UNIFICADO,50%,40%,
AEROXINA U.D.,500 mg comp.rec.x 5,claritromicina,Elea,AMBULATORIO UNIFICADO,50%,40%,
AEROXINA U.D.,500 mg comp.rec.x 8,claritromicina,Elea,AMBULATORIO UNIFICADO,50%,40%,
AEROXINA U.D.,500 mg comp.rec.x 10,claritromicina,Elea,AMBULATORIO UNIFICADO,50%,40%,
AESIM 200,200 mg comp.x 20,simeticona,Austral,AMBULATORIO UNIFICADO,50%,40%,
AESIM 200,200 mg comp.x 20,simeticona,Austral,AMBULATORIO UNIFICADO,50%,40%,
AFEBRIL FORTE,40 mg/ml susp.x 100 ml,ibuprofeno,Bagó,AMBULATORIO UNIFICADO,50%,40%,
AFEBRIL FORTE,40 mg/ml susp.x 100 ml,ibuprofeno,Bagó,PMI HIJO,100%,100%,Previa Inscripción al Plan
AFEBRIL FORTE,40 mg/ml susp.x 100 ml,ibuprofeno,Bagó,AMBULATORIO UNIFICADO,50%,40%,
AFEBRIL FORTE,40 mg/ml susp.x 100 ml,ibuprofeno,Bagó,PMI HIJO,100%,100%,Previa Inscripción al Plan
AFECTOL,1 mg comp.x 20,risperidona,Bagó,AMBULATORIO UNIFICADO,50%,40%,
AFECTOL,1 mg comp.x 20,risperidona,Bagó,CRONICOS,70%,70%,
AFECTOL,1 mg comp.x 20,risperidona,Bagó,AMBULATORIO UNIFICADO,50%,40%,
AFECTOL,1 mg comp.x 20,risperidona,Bagó,CRONICOS,70%,70%,
AFENEXIL,20 mg comp.rec.x 30,paroxetina,Temis-Lostaló,AMBULATORIO UNIFICADO,50%,40%,
AFENEXIL,20 mg comp.rec.x 30,paroxetina,Temis-Lostaló,AMBULATORIO UNIFICADO,50%,40%,
AFIANCEN,20 mg comp.rec.x 30,leflunomida,Buxton,AMBULATORIO UNIFICADO,50%,40%,
AFIANCEN,20 mg comp.rec.x 30,leflunomida,Buxton,CRONICOS,70%,70%,
AFIANCEN,20 mg comp.rec.x 30,leflunomida,Buxton,AMBULATORIO UNIFICADO,50%,40%,
AFIANCEN,20 mg comp.rec.x 30,leflunomida,Buxton,CRONICOS,70%,70%,
AFIDAT,25 mg comp.x 30,quetiapina,Buxton,AMBULATORIO UNIFICADO,50%,40%,
AFIDAT,300 mg comp.x 30,quetiapina,Buxton,AMBULATORIO UNIFICADO,50%,40%,
AFIDAT,100 mg comp.x 30,quetiapina,Buxton,CRONICOS,70%,70%,
AFIDAT,200 mg comp.x 30,quetiapina,Buxton,CRONICOS,70%,70%,
AFIDAT,25 mg comp.x 30,quetiapina,Buxton,CRONICOS,70%,70%,
AFIDAT,300 mg comp.x 30,quetiapina,Buxton,CRONICOS,70%,70%,
AFIDAT,100 mg comp.x 30,quetiapina,Buxton,AMBULATORIO UNIFICADO,50%,40%,
AFIDAT,200 mg comp.x 30,quetiapina,Buxton,AMBULATORIO UNIFICADO,50%,40%,
AFIDAT,100 mg comp.x 30,quetiapina,Buxton,AMBULATORIO UNIFICADO,50%,40%,
AFIDAT,200 mg comp.x 30,quetiapina,Buxton,AMBULATORIO UNIFICADO,50%,40%,
AFIDAT,25 mg comp.x 30,quetiapina,Buxton,AMBULATORIO UNIFICADO,50%,40%,
AFIDAT,300 mg comp.x 30,quetiapina,Buxton,AMBULATORIO UNIFICADO,50%,40%,
AFIDAT,100 mg comp.x 30,quetiapina,Buxton,CRONICOS,70%,70%,
AFIDAT,200 mg comp.x 30,quetiapina,Buxton,CRONICOS,70%,70%,
AFIDAT,25 mg comp.x 30,quetiapina,Buxton,CRONICOS,70%,70%,
AFIDAT,300 mg comp.x 30,quetiapina,Buxton,CRONICOS,70%,70%,
AFLIMET,10 mg comp.rec.x 30,donepecilo,Biotechno Pharma,AMBULATORIO UNIFICADO,50%,40%,
AFLIMET,5 mg comp.rec.x 30,donepecilo,Biotechno Pharma,AMBULATORIO UNIFICADO,50%,40%,
AFLIMET,10 mg comp.rec.x 30,donepecilo,Biotechno Pharma,CRONICOS,70%,70%,
AFLIMET,5 mg comp.rec.x 30,donepecilo,Biotechno Pharma,CRONICOS,70%,70%,
AFLIMET,10 mg comp.rec.x 30,donepecilo,Biotechno Pharma,AMBULATORIO UNIFICADO,50%,40%,
AFLIMET,5 mg comp.rec.x 30,donepecilo,Biotechno Pharma,AMBULATORIO UNIFICADO,50%,40%,
AFLIMET,10 mg comp.rec.x 30,donepecilo,Biotechno Pharma,CRONICOS,70%,70%,
AFLIMET,5 mg comp.rec.x 30,donepecilo,Biotechno Pharma,CRONICOS,70%,70%,
AFLURIA QUAD,iny.jga.prell.x 0.5 ml,antígenos virus influenza,Seqirus,VACUNAS,45%,40%,
AFLURIA QUAD,iny.jga.prell.x 0.5 ml,antígenos virus influenza,Seqirus,VACUNAS,45%,40%,
AFLURIA QUAD JUNIOR,Jga.prell.X 1 X 0.25 ML,antígenos virus influenza,Seqirus,VACUNAS,45%,40%,
AFLURIA QUAD JUNIOR,Jga.prell.X 1 X 0.25 ML,antígenos virus influenza,Seqirus,VACUNAS,45%,40%,
AGILINE,1 mg comp.x 30,rasagilina,Beta,AMBULATORIO UNIFICADO,50%,40%,
AGILINE,1 mg comp.x 30,rasagilina,Beta,CRONICOS,70%,70%,
AGILINE,1 mg comp.x 30,rasagilina,Beta,AMBULATORIO UNIFICADO,50%,40%,
AGILINE,1 mg comp.x 30,rasagilina,Beta,CRONICOS,70%,70%,
AGIOLAX,env.x 100 g,plántago ovata+cassia angustif.,Phoenix,AMBULATORIO COMPLEMENTARIO,45%,40%,
AGIOLAX,env.x 250 g,plántago ovata+cassia angustif.,Phoenix,AMBULATORIO COMPLEMENTARIO,45%,40%,
AGIOLAX,env.x 100 g,plántago ovata+cassia angustif.,Phoenix,AMBULATORIO COMPLEMENTARIO,45%,40%,
AGIOLAX,env.x 250 g,plántago ovata+cassia angustif.,Phoenix,AMBULATORIO COMPLEMENTARIO,45%,40%,
AGIRAX,comp.x 10,dimenhidrinato,Montpellier,AMBULATORIO UNIFICADO,50%,40%,
AGIRAX,comp.x 20,dimenhidrinato,Montpellier,AMBULATORIO UNIFICADO,50%,40%,
AGIRAX,comp.x 10,dimenhidrinato,Montpellier,AMBULATORIO UNIFICADO,50%,40%,
AGIRAX,comp.x 20,dimenhidrinato,Montpellier,AMBULATORIO UNIFICADO,50%,40%,
AGLIPTIN,50 mg comp.x 30,sitagliptina,Roemmers,DIABETES,100%,100%,
AGLIPTIN,100 mg comp.x 30,sitagliptina,Roemmers,DIABETES,100%,100%,
AGLIPTIN,50 mg comp.x 30,sitagliptina,Roemmers,DIABETES,100%,100%,
AGLIPTIN,100 mg comp.x 30,sitagliptina,Roemmers,DIABETES,100%,100%,
AGLIPTIN MET,50/500 mg comp.x 30,"sitagliptina+metformina,clorh.",Roemmers,DIABETES,100%,100%,
AGLIPTIN MET,50/850 mg comp.x 30,"sitagliptina+metformina,clorh.",Roemmers,DIABETES,100%,100%,
AGLIPTIN MET,50/850 mg comp.x 60,"sitagliptina+metformina,clorh.",Roemmers,DIABETES,100%,100%,
AGLIPTIN MET,50/1000 mg comp.x 30,"sitagliptina+metformina,clorh.",Roemmers,DIABETES,100%,100%,
AGLIPTIN MET,50/1000 mg comp.x 60,"sitagliptina+metformina,clorh.",Roemmers,DIABETES,100%,100%,
AGLIPTIN MET,50/500 mg comp.x 30,"sitagliptina+metformina,clorh.",Roemmers,DIABETES,100%,100%,
AGLIPTIN MET,50/850 mg comp.x 30,"sitagliptina+metformina,clorh.",Roemmers,DIABETES,100%,100%,
AGLIPTIN MET,50/850 mg comp.x 60,"sitagliptina+metformina,clorh.",Roemmers,DIABETES,100%,100%,
AGLIPTIN MET,50/1000 mg comp.x 30,"sitagliptina+metformina,clorh.",Roemmers,DIABETES,100%,100%,
AGLIPTIN MET,50/1000 mg comp.x 60,"sitagliptina+metformina,clorh.",Roemmers,DIABETES,100%,100%,
AGLUCIDE MR 60,60 mg comp.x 30,gliclazida,Beta,DIABETES,100%,100%,
AGLUCIDE MR 60,60 mg comp.x 60,gliclazida,Beta,DIABETES,100%,100%,
AGLUCIDE MR 60,60 mg comp.x 30,gliclazida,Beta,DIABETES,100%,100%,
AGLUCIDE MR 60,60 mg comp.x 60,gliclazida,Beta,DIABETES,100%,100%,
AGRIPPAL S1,jga.prell.x 1,antígenos virus influenza,Seqirus,VACUNAS,45%,40%,
AGRIPPAL S1,jga.prell.x 1,antígenos virus influenza,Seqirus,VACUNAS,45%,40%,
AGRIPPAL S1 JR,jga.prell.x 1 x 0.25 ml,antígenos virus influenza,Seqirus,VACUNAS,45%,40%,
AGRIPPAL S1 JR,jga.prell.x 1 x 0.25 ml,antígenos virus influenza,Seqirus,VACUNAS,45%,40%,
AIRCOSALM,fco.x 20 ml,salbutamol,Atlas,AMBULATORIO UNIFICADO,50%,40%,
AIRCOSALM,fco.x 20 ml,salbutamol,Atlas,CRONICOS,70%,70%,
AIRCOSALM,fco.x 20 ml,salbutamol,Atlas,AMBULATORIO UNIFICADO,50%,40%,
AIRCOSALM,fco.x 20 ml,salbutamol,Atlas,CRONICOS,70%,70%,
AIRCOSALM HFA,aer.inhal.c/adap.x 200ds,salbutamol,Atlas,AMBULATORIO UNIFICADO,50%,40%,
AIRCOSALM HFA,aer.inhal.c/adap.x 250ds,salbutamol,Atlas,AMBULATORIO UNIFICADO,50%,40%,
AIRCOSALM HFA,aer.inhal.c/adap.x 200ds,salbutamol,Atlas,CRONICOS,70%,70%,
AIRCOSALM HFA,aer.inhal.c/adap.x 250ds,salbutamol,Atlas,CRONICOS,70%,70%,
AIRCOSALM HFA,aer.inhal.c/adap.x 200ds,salbutamol,Atlas,AMBULATORIO UNIFICADO,50%,40%,
AIRCOSALM HFA,aer.inhal.c/adap.x 250ds,salbutamol,Atlas,AMBULATORIO UNIFICADO,50%,40%,
AIRCOSALM HFA,aer.inhal.c/adap.x 200ds,salbutamol,Atlas,CRONICOS,70%,70%,
AIRCOSALM HFA,aer.inhal.c/adap.x 250ds,salbutamol,Atlas,CRONICOS,70%,70%,
AIREAL 10,10 mg comp.rec.x 30,montelukast,Investi,AMBULATORIO UNIFICADO,50%,40%,
